"","ADDRESSS","name","lat","long","accuracy","format_address"
"704","104 E 165TH ST 10452","ANDREA'S RESTAURANT",40.753351,40.753351,"street_address","104-08 37th Ave, Flushing, NY 11368, USA"
"705","104 E 183RD ST 10453","LULO SEAFOOD",40.6903629,40.6903629,"street_address","104-8 Atlantic Ave, Ozone Park, NY 11416, USA"
"706","104 E 7TH ST 10009","ROSE&BASIL",40.7100355,40.7100355,"street_address","10408 Metropolitan Ave, Forest Hills, NY 11375, USA"
"707","104 EAST   30 STREET 10016","PEPELA",40.68725,40.68725,"premise","104-09 123rd St, Jamaica, NY 11419, USA"
"708","104 FRONT STREET 11201","LA BAGEL DELIGHT",40.7102721,40.7102721,"premise","104-09 Metropolitan Ave, Flushing, NY 11375, USA"
"709","104 FULTON ST 10038","WANTED",40.6034716,40.6034716,"street_address","1041 Beach 20th St, Far Rockaway, NY 11691, USA"
"710","104 JOHN STREET 10038","BONCHON",40.7343024,40.7343024,"premise","1041 Manhattan Ave, Brooklyn, NY 11222, USA"
"711","104 LEXINGTON AVE 10016","",40.8488542,40.8488542,"street_address","1041 Morris Park Ave, Bronx, NY 10461, USA"
"712","104 MACDOUGAL STREET 10012","TURKISS",40.8251648,40.8251648,"street_address","1041 Prospect Ave, Bronx, NY 10459, USA"
"713","104 MARCUS GARVEY BLVD 11206","FU EN RESTAURANT",40.749789,40.749789,"street_address","104-10 Roosevelt Ave, Flushing, NY 11368, USA"
"714","104 MOTT STREET 10013","SHANGHAI HEPING RESTAURANT",40.7502198,40.7502198,"street_address","104-11 Roosevelt Ave, Flushing, NY 11368, USA"
"715","104 ROEBLING ST 11211","LION'S MILK",40.6860114,40.6860114,"street_address","10413 Lefferts Blvd, South Richmond Hill, NY 11419, USA"
"716","104 SOUTH 4TH STREET 11249","RANDOLPH",40.6472249,40.6472249,"street_address","10416 Flatlands Ave, Brooklyn, NY 11236, USA"
"717","104 VICTORY BOULEVARD 10301","PANADERIA LA MIXTECA POBLANA & DELI",40.6472104,40.6472104,"premise","10420 Flatlands Ave, Brooklyn, NY 11236, USA"
"718","104 W 96TH ST 10025","EFFYS CAFE",40.7098612,40.7098612,"premise","104-20 Metropolitan Ave, Flushing, NY 11375, USA"
"719","104 W. 13TH ST. (UNIT ONE) 10011","SALAM CAFE & REST",40.7503171,40.7503171,"premise","104-21 Roosevelt Ave, Flushing, NY 11368, USA"
"720","104 WEST   70 STREET 10023","PAIN D'EPICES",40.6821637,40.6821637,"street_address","104-22 Liberty Ave, Jamaica, NY 11417, USA"
"721","104-07 LIBERTY AVENUE 11417","LYNX LOUNGE",40.7574466,40.7574466,"premise","104-22 Northern Blvd, Flushing, NY 11368, USA"
"722","104-10 JAMAICA AVE 11418","TOMS PIZZA",40.749908,40.749908,"street_address","104-28 Roosevelt Ave, Flushing, NY 11368, USA"
"723","1040 6TH AVE 10018","STARBUCKS COFFEE # 26528",40.7579643,40.7579643,"street_address","1043 2nd Ave, New York, NY 10022, USA"
"724","1040 BEDFORD AVENUE 11205","KFC",40.7488705,40.7488705,"premise","10-43 44th Dr, Long Island City, NY 11101, USA"
"725","1040 GRAND CONCOURSE 10456","XM CAFE",40.6321764,40.6321764,"premise","1043 Coney Island Ave, Brooklyn, NY 11230, USA"
"726","1040 WESTCHESTER AVENUE 10459","DUNKIN' DONUTS",40.7041918,40.7041918,"premise","1043 Flushing Ave, Brooklyn, NY 11237, USA"
"727","10401 150TH ST 11435","BETTY ANN'S PLACE",40.749927,40.749927,"street_address","104-30 Roosevelt Ave, Flushing, NY 11368, USA"
"728","10401 FOSTER AVENUE 11236","104-01 FOSTER AVENUE COFFEE SHOP(UPS)",40.743701,40.743701,"street_address","104-32 Corona Ave, Flushing, NY 11368, USA"
"729","10401 LIBERTY AVENUE 11417","OXFORD BAKE SHOP",40.6787667,40.6787667,"street_address","104-36 Rockaway Blvd, Ozone Park, NY 11417, USA"
"730","10402 ATLANTIC AVENUE 11416","LUIGI'S PIZZA",40.7237598,40.7237598,"street_address","10437 Queens Blvd, Forest Hills, NY 11375, USA"
"731","10402 JAMAICA AVE 11418","PALACE FRIED CHICKEN",40.6034723,40.6034723,"street_address","1044 Beach 21st St, Far Rockaway, NY 11691, USA"
"732","10402 NORTHERN BLVD 11368","",40.7436924,40.7436924,"premise","104-40 Corona Ave, Flushing, NY 11368, USA"
"733","10403 GLENWOOD RD 11236","GRAND PANDA RESTAURANT",40.7236856,40.7236856,"street_address","104-41 Queens Blvd, Forest Hills, NY 11375, USA"
"734","10403 METROPOLITAN AVENUE 11375","CONTINENTAL LUNCHEONETTE & DELI",40.743667,40.743667,"street_address","104-42 Corona Ave, Flushing, NY 11368, USA"
"735","10404 DITMARS BOULEVARD 11369","LAGUARDIA PLAZA HOTEL/PAVILLION GRILL",40.6693521,40.6693521,"street_address","1045 Eastern Pkwy, Brooklyn, NY 11213, USA"
"736","10405 METROPOLITAN AVENUE 11375","LA DOLCE ITALIA BAKERY",40.7042075,40.7042075,"street_address","1045 Flushing Ave, Brooklyn, NY 11237, USA"
"737","10408 37TH AVE 11368","EL GRAN SABOR RESTAURANT",40.7720185,40.7720185,"street_address","1045 Lexington Ave, New York, NY 10021, USA"
"738","10408 ATLANTIC AVENUE 11416","NEW CHINA HOUSE",40.8366053,40.8366053,"street_address","1045 St Nicholas Ave, New York, NY 10032, USA"
"739","10408 METROPOLITAN AVENUE 11375","END OF THE CENTURY BAR",40.8267341,40.8267341,"route","Westchester Ave, Bronx, NY 10459, USA"
"740","10409 123 STREET 11419","UNDERGROUND LOUNGE",40.8485461,40.8485461,"street_address","1046 Morris Park Ave, Bronx, NY 10461, USA"
"741","10409 METROPOLITAN AVENUE 11375","HANG SHING KITCHEN",40.6627461,40.6627461,"premise","1046 Nostrand Ave, Brooklyn, NY 11225, USA"
"742","1041 BEACH 20TH ST 11691","DELI & HIBACHI",40.660648,40.660648,"street_address","1046 Winthrop St, Brooklyn, NY 11212, USA"
"743","1041 MANHATTAN AVENUE 11222","TOMMY'S TAVERN",40.7582221,40.7582221,"premise","1047 2nd Ave, New York, NY 10022, USA"
"744","1041 MORRIS PARK AVE 10461","NEW FRESCO TORTILLAS TOMMY'S KITCHEN",40.6881596,40.6881596,"premise","1047 Bedford Ave, Brooklyn, NY 11216, USA"
"745","1041 PROSPECT AVE 10459","DUNKIN DONUTS",40.8211194,40.8211194,"street_address","1047 E 163rd St, Bronx, NY 10459, USA"
"746","10410 ROOSEVELT AVENUE 11368","LA MITAD DEL MUNDO BAR-RESTAURANT",40.6783625,40.6783625,"premise","1047 Liberty Ave, Brooklyn, NY 11208, USA"
"747","10411 ROOSEVELT AVENUE 11368","LOS MISMO RESTAURANT",40.8366576,40.8366576,"street_address","1047 St Nicholas Ave, New York, NY 10032, USA"
"748","10413 LEFFERTS BOULEVARD 11419","POPEYES",40.5758042,40.5758042,"premise","1047 Surf Ave, Brooklyn, NY 11224, USA"
"749","10416 FLATLANDS AVE 11236","NEW HONG HUA",40.7634106,40.7634106,"street_address","1048 3rd Ave, New York, NY 10065, USA"
"750","10420 FLATLANDS AVENUE 11236","YARD STYLE JAMAICAN RESTAURANT",40.781264,40.781264,"street_address","1048 5th Ave, New York, NY 10028, USA"
"751","10420 METROPOLITAN AVENUE 11375","NICK'S BISTRO",40.6890826,40.6890826,"premise","1048 Bedford Ave, Brooklyn, NY 11205, USA"
"752","10421 ROOSEVELT AVE 11368","EL MANATIAL RESTAURANT & BAR",40.7586969,40.7586969,"street_address","1049 1st Avenue, New York, NY 10022, USA"
"753","10422 LIBERTY AVE 11417","LONG HING KITCHEN INC.",40.7583038,40.7583038,"premise","1049 2nd Ave, New York, NY 10022, USA"
"754","10422 NORTHERN BOULEVARD 11368","CIBAO RESTAURANT",40.5785028,40.5785028,"premise","1049 Brighton Beach Ave, Brooklyn, NY 11235, USA"
"755","10428 ROOSEVELT AVENUE 11368","NEW MING GARDEN",40.7139718,40.7139718,"street_address","1049 Grand St, Brooklyn, NY 11211, USA"
"756","1043 2ND AVE 10022","ANGELO'S PIZZA",40.7346782,40.7346782,"premise","1049 Manhattan Ave, Brooklyn, NY 11222, USA"
"757","1043 44 DRIVE 11101","JOHN BROWN SMOKEHOUSE",40.8367189,40.8367189,"street_address","1049 St Nicholas Ave, New York, NY 10032, USA"
"758","1043 CONEY ISLAND AVE 11230","GYRO HUT",40.7268076,40.7268076,"premise","105 1st Avenue, New York, NY 10003, USA"
"759","1043 FLUSHING AVE 11237","NORWINDS",40.725933,40.725933,"street_address","105 Avenue A, New York, NY 10009, USA"
"760","10430 ROOSEVELT AVENUE 11368","LUZ DE AMERICA RESTAURANT",40.7247698,40.7247698,"premise","105 Avenue B, New York, NY 10009, USA"
"761","10432 CORONA AVE 11368","LA CIENEGA OAXACA DELI",40.7176035,40.7176035,"premise","105 Bowery, New York, NY 10002, USA"
"762","10436 ROCKAWAY BLVD 11417","MY MOTHER'S PLACE",40.703182,40.703182,"premise","105 Broad St, New York, NY 10004, USA"
"763","10437 QUEENS BOULEVARD 11375","GREAT WALL CHINESE RESTAURANT",40.7156747,40.7156747,"street_address","105 Canal St, New York, NY 10002, USA"
"764","1044 BEACH   21 STREET 11691","MAMA'S COOKING",40.7334337,40.7334337,"premise","105 Christopher St, New York, NY 10014, USA"
"765","10440 CORONA AVE 11368","TACOS Y QUESADILLAS MEXICO",40.7182248,40.7182248,"premise","105 Clinton St, New York, NY 10002, USA"
"766","10441 QUEENS BOULEVARD 11375","FOREST HILL BAGEL",40.8435729,40.8435729,"street_address","105 E Mt Eden Ave, Bronx, NY 10452, USA"
"767","10442 CORONA AVENUE 11368","DESPIERTA CON ENERGIA/HERBALIFE",40.7305377,40.7305377,"premise","105 E 9th St, New York, NY 10003, USA"
"768","1045 EASTERN PKWY 11213","FEFITA'S",40.7295225,40.7295225,"premise","105 Franklin St, Brooklyn, NY 11222, USA"
"769","1045 FLUSHING AVE 11237","KING NOODLE",40.7343811,40.7343811,"premise","105 Freeman St, Brooklyn, NY 11222, USA"
"770","1045 LEXINGTON AVENUE 10021","JOE COFFEE",40.5649117,40.5649117,"premise","105 Guyon Ave, Staten Island, NY 10306, USA"
"771","1045 ST NICHOLAS AVENUE 10032","AROMA CAFE BAKERY & COFFEE SHOP",40.7195264,40.7195264,"premise","105 Hudson St, New York, NY 10013, USA"
"772","104512 WESTCHESTER AVENUE 10459","LA NUEVA GIRALDA BAKERY",40.7258429,40.7258429,"premise","105 Norman Ave, Brooklyn, NY 11222, USA"
"773","1046 FLATBUSH AVE 11226","GRILL 7 SEOUL",40.7184736,40.7184736,"premise","105 N 6th St, Brooklyn, NY 11249, USA"
"774","1046 MORRIS PARK AVE 10461","15 FLAVORS",40.715618,40.715618,"street_address","105 Reade St, New York, NY 10013, USA"
"775","1046 NOSTRAND AVE 11225","LENNY'S PIZZERIA",40.7210763,40.7210763,"premise","105 Stanton St, New York, NY 10002, USA"
"776","1046 WINTHROP STREET 11212","S & P INTERNET CAFE",40.7257801,40.7257801,"premise","105 Thompson St, New York, NY 10012, USA"
"777","1047 2ND AVE 10022","HAKU",40.8083328,40.8083328,"street_address","105 W 125th St, New York, NY 10027, USA"
"778","1047 BEDFORD AVENUE 11216","VILLA PONCHO TAQUERIA",40.7369605,40.7369605,"street_address","105 W 13th St, New York, NY 10011, USA"
"779","1047 E 163RD ST 10459","SUBWAY",40.7634409,40.7634409,"premise","105 W 55th St, New York, NY 10019, USA"
"780","1047 LIBERTY AVE 11208","IMPERIAL BAKERY",40.695017,40.695017,"street_address","105-06 Jamaica Ave, Jamaica, NY 11418, USA"
"781","1047 SAINT NICHOLAS AVE 10032","EL RINCON VEGANO REST",40.678414,40.678414,"street_address","105-38 Rockaway Blvd, Jamaica, NY 11417, USA"
"782","1047 SURF AVE 11224","DEAF  WELLNESS & RECREATION CENTER",40.7044159,40.7044159,"street_address","1050 Flushing Ave, Brooklyn, NY 11237, USA"
"783","1048 3RD AVE 10065","THEOS",40.663639,40.663639,"street_address","1050 Forbell St, Brooklyn, NY 11256, USA"
"784","1048 5 AVENUE 10028","CAFE SABARSKY",40.7422063,40.7422063,"premise","10-50 Jackson Ave, Long Island City, NY 11101, USA"
"785","1048 BEDFORD AVENUE 11205","BLACK SWAN",40.694897,40.694897,"street_address","10-50 Wyckoff Ave, Flushing, NY 11385, USA"
"786","1049 1 AVENUE 10022","ANDRE'S HUNGARIAN STRUDELS & PASTRIES",40.7007085,40.7007085,"street_address","10502 Merrick Blvd, Jamaica, NY 11433, USA"
"787","1049 2 AVENUE 10022","GRAND SICHUAN EASTERN",40.6784921,40.6784921,"street_address","105-02 Rockaway Blvd, Jamaica, NY 11417, USA"
"788","1049 BRIGHTON BEACH AVE 11235","LUIGI'S PIZZA",40.682704,40.682704,"street_address","105-03 Liberty Ave, Jamaica, NY 11417, USA"
"789","1049 GRAND STREET 11211","DUNKIN' DONUTS",40.710155,40.710155,"street_address","105-03 Metropolitan Ave, Forest Hills, NY 11375, USA"
"790","1049 MANHATTAN AVE 11222","Ria Bella",40.682281,40.682281,"street_address","105-04 Liberty Ave, Jamaica, NY 11417, USA"
"791","1049 SAINT NICHOLAS AVE 10032","EL PALACIO SEAFOOD MARKET",40.6954093,40.6954093,"street_address","105-05 Jamaica Ave, Jamaica, NY 11418, USA"
"792","105 1 AVENUE 10003","EMPELLON COCINA",40.6799903,40.6799903,"street_address","1057 Cross Bay Blvd, Ozone Park, NY 11417, USA"
"793","105 AVENUE A 10009","MINI THAI CAFE",40.710215,40.710215,"street_address","105-07 Metropolitan Ave, Flushing, NY 11375, USA"
"794","105 AVENUE B 10009","PARADISO NY",40.7579009,40.7579009,"street_address","10507 Northern Blvd, Corona, NY 11368, USA"
"795","105 BOWERY 10002","LITTLE SHEEP MONGOLIAN HOT POT",40.8490718,40.8490718,"premise","1051 Morris Park Ave, Bronx, NY 10461, USA"
"796","105 BROAD ST 10004","ROCKWELL'S",40.8346105,40.8346105,"street_address","1051 Ogden Ave, Bronx, NY 10452, USA"
"797","105 CANAL ST 10002","OFF THE BRIDGE NYC",40.6798747,40.6798747,"street_address","105-10 Cross Bay Blvd, Jamaica, NY 11417, USA"
"798","105 CHRISTOPHER STREET 10014","I SODI",40.695505,40.695505,"street_address","105-13 Jamaica Ave, Jamaica, NY 11418, USA"
"799","105 CLINTON STREET 10002","NONNA L.E.S. PIZZERIA",40.710099,40.710099,"street_address","105-29 Metropolitan Ave, Flushing, NY 11375, USA"
"800","105 E MOUNT EDEN AVE 10452","DOMINICANA POLLO SABROSO RESTAURANT",40.7584005,40.7584005,"premise","1053 2nd Ave, New York, NY 10022, USA"
"801","105 EAST    9 STREET 10003","YUBA",40.6451778,40.6451778,"premise","1053 Flatbush Ave, Brooklyn, NY 11226, USA"
"802","105 FRANKLIN STREET 11222","BROKEN LAND",40.8368928,40.8368928,"street_address","1053 St Nicholas Ave, New York, NY 10032, USA"
"803","105 FREEMAN ST 11222","BAKERI",40.824486,40.824486,"street_address","1054 Southern Blvd, Bronx, NY 10459, USA"
"804","105 GUYON AVE 10306","GARDEN TEA HOUSE",40.7323333,40.7323333,"street_address","105-43 64th Rd, Forest Hills, NY 11375, USA"
"805","105 HUDSON STREET 10013","NOBU NEW YORK",40.6790431,40.6790431,"street_address","105-45 Cross Bay Blvd, Jamaica, NY 11417, USA"
"806","105 MULBERRY ST 10013","SAMBUCA'S CAFE",40.7721981,40.7721981,"premise","1055 Lexington Ave, New York, NY 10021, USA"
"807","105 NORMAN AVENUE 11222","LE FOND",40.8486955,40.8486955,"premise","1056 Morris Park Ave, Bronx, NY 10461, USA"
"808","105 NORTH    6 STREET 11249","SWEETWATER RESTAURANT",40.6913821,40.6913821,"route","Broadway, Brooklyn, NY 11221, USA"
"809","105 READE STREET 10013","SAZON",40.7585449,40.7585449,"premise","1057 2nd Ave, New York, NY 10022, USA"
"810","105 STANTON ST 10002","99 CENTS FRESH SLICE PIZZA",40.742753,40.742753,"premise","10-57 Jackson Ave, Long Island City, NY 11101, USA"
"811","105 THOMPSON ST 10012","SNACK",40.7723865,40.7723865,"premise","1057 Lexington Ave, New York, NY 10021, USA"
"812","105 W 125TH ST 10027","DUNKIN' DONUTS",40.6888672,40.6888672,"premise","1058 Bedford Ave, Brooklyn, NY 11205, USA"
"813","105 WEST   13 STREET 10011","CAFE LOUP",40.7044403,40.7044403,"street_address","1058 Flushing Ave, Brooklyn, NY 11237, USA"
"814","105 WEST 55 STREET 10019","STAGE STAR DELI",40.663496,40.663496,"street_address","1058 Rutland Rd, Brooklyn, NY 11212, USA"
"815","105-06 JAMAICA AVENUE 11418","ELIXIR LOUNGE",40.8245437,40.8245437,"street_address","1058 Southern Blvd, Bronx, NY 10459, USA"
"816","105-38 ROCKAWAY BLVD 11417","CHINA STAR QUEENS CHINESE RESTAURANT",40.7044403,40.7044403,"street_address","1058 Flushing Ave, Brooklyn, NY 11237, USA"
"817","1050 3RD AVE 10065","JUICE PRESS",40.73281,40.73281,"street_address","106 3rd Ave, New York, NY 10003, USA"
"818","1050 FLUSHING AVENUE 11237","TAQUERIA EL FOGON",40.6742125,40.6742125,"premise","106 7th Ave, Brooklyn, NY 11215, USA"
"819","1050 FORBELL STREET 11256","FORBELL CAFE (U.S. POST OFFICE CAFETERIA)",40.7405578,40.7405578,"street_address","106 8th Ave, New York, NY 10011, USA"
"820","1050 JACKSON AVE 11101","SUBWAY",40.7162087,40.7162087,"street_address","106 Bayard St, New York, NY 10013, USA"
"821","1050 WYCKOFF AVE 11385","BUSHWICK COFFEE HOUSE & JUICE BAR",40.7162087,40.7162087,"street_address","106 Bayard St, New York, NY 10013, USA"
"822","10502 MERRICK BOULEVARD 11433","DOMINO'S",40.642711,40.642711,"street_address","106 Beverley Rd, Brooklyn, NY 11218, USA"
"823","10502 ROCKAWAY BLVD 11417","SUBWAY",40.690727,40.690727,"premise","106 Court St, Brooklyn, NY 11201, USA"
"824","10503 LIBERTY AVENUE 11417","ON THE ROX LOUNGE & BAR",40.7154202,40.7154202,"premise","106 Duane St, New York, NY 10007, USA"
"825","10503 METROPOLITAN AVE 11375","DANTE'S PIZZA",40.8578627,40.8578627,"street_address","106 E 183rd St, Bronx, NY 10453, USA"
"826","10504 LIBERTY AVE 11417","GOLDEN HOUSE RESTAURANT",40.7372146,40.7372146,"premise","106 E 19th St, New York, NY 10003, USA"
"827","10505 JAMAICA AVENUE 11418","BICHEIRO'S CAFE",40.7611746,40.7611746,"street_address","106 E 57th St, New York, NY 10022, USA"
"828","10507 CROSSBAY BOULEVARD 11417","MIA HALAL FOOD",40.7097029,40.7097029,"street_address","106 Fulton St, New York, NY 10038, USA"
"829","10507 METROPOLITAN AVENUE 11375","PAMPAS ARGENTINAS",40.7085336,40.7085336,"premise","106 Greenwich St, New York, NY 10006, USA"
"830","10507 NORTHERN BLVD 11368","ILUSION TAVERN",40.7214489,40.7214489,"street_address","106 Kenmare St, New York, NY 10012, USA"
"831","1051 MORRIS PARK AVENUE 10461","EMILIO'S GOURMET PIZZA & PASTA",40.7423573,40.7423573,"premise","106 Lexington Ave, New York, NY 10016, USA"
"832","1051 OGDEN AVENUE 10452","KENNEDY FRIED CHICKEN",40.7096373,40.7096373,"street_address","106 Liberty St, New York, NY 10006, USA"
"833","10510 CROSSBAY BLVD 11417","CROSSBAY DELI & GRILL",40.7096373,40.7096373,"street_address","106 Liberty St, New York, NY 10006, USA"
"834","10513 JAMAICA AVE 11418","EL RANCHO RESTAURANT",40.7145687,40.7145687,"street_address","106 Mosco St, New York, NY 10013, USA"
"835","10529 METROPOLITAN AVENUE 11375","EDDIE'S SWEET SHOP",40.7176295,40.7176295,"street_address","106 Mott St, New York, NY 10013, USA"
"836","1053 2 AVENUE 10022","OFF THE WALL",40.71882,40.71882,"street_address","106 Norfolk St, New York, NY 10002, USA"
"837","1053 FLATBUSH AVE 11226","AB HALAL RESTAURANT",40.5216528,40.5216528,"street_address","106 Page Ave, Staten Island, NY 10309, USA"
"838","1053 ST NICHOLAS AVENUE 10032","KING HOUSE",40.7781074,40.7781074,"premise","106 W 73rd St, New York, NY 10023, USA"
"839","1054 SOUTHERN BOULEVARD 10459","LITTLE CAESARS",40.7485519,40.7485519,"street_address","106 W 32nd St, New York, NY 10001, USA"
"840","10543 64TH RD 11375","SUSHI FUSSION",40.7274874,40.7274874,"street_address","106 W Houston St, New York, NY 10012, USA"
"841","10545 CROSSBAY BOULEVARD 11417","ESQUIRE DINER",40.697525,40.697525,"street_address","106-61 160th St, Jamaica, NY 11433, USA"
"842","1055 LEXINGTON AVENUE 10021","EATS",40.8488139,40.8488139,"premise","1060 Morris Park Ave, Bronx, NY 10461, USA"
"843","1056 MORRIS PARK AVE 10461","CAPTAIN'S PIZZERIA AND RESTAURANT",40.6621303,40.6621303,"premise","1060 Nostrand Ave, Brooklyn, NY 11225, USA"
"844","10561058 BROADWAY 11221","GALLERY BAR",40.6009099,40.6009099,"street_address","1060 Richmond Rd, Staten Island, NY 10304, USA"
"845","1057 2 AVENUE 10022","NAYA MEZZE & GRILL",40.663538,40.663538,"street_address","1060 Rutland Rd, Brooklyn, NY 11212, USA"
"846","1057 JACKSON AVENUE 11101","BANY TEN 57 ASIAN FUSION",40.5808002,40.5808002,"street_address","10601 Shore Front Pkwy, Rockaway Park, NY 11694, USA"
"847","1057 LEXINGTON AVENUE 10021","ORSAY",40.67885,40.67885,"street_address","106-02 109th Ave, Jamaica, NY 11417, USA"
"848","1058 BEDFORD AVE 11205","STONEFRUIT",40.7100543,40.7100543,"street_address","106-03 Metropolitan Ave, Forest Hills, NY 11375, USA"
"849","1058 FLUSHING AVE 11237","Popeye's Louisiana Kitchen",40.7100684,40.7100684,"street_address","106-05 Metropolitan Ave, Forest Hills, NY 11375, USA"
"850","1058 RUTLAND ROAD 11212","R.J.'S PLACE",40.7216517,40.7216517,"premise","106-06 Queens Blvd, Forest Hills, NY 11375, USA"
"851","1058 SOUTHERN BOULEVARD 10459","CHECKERS",40.6227683,40.6227683,"premise","1061 Ocean Pkwy, Brooklyn, NY 11230, USA"
"852","1058B FLUSHING AVE 11237","Dunkin Donuts",40.7539027,40.7539027,"street_address","106-10 37th Ave, Corona, NY 11368, USA"
"853","1059 FLUSHING AVE 11237","NO BULL",40.7194923,40.7194923,"street_address","106-11 Continental Ave, Forest Hills, NY 11375, USA"
"854","106 3RD AVE 10003","BRAZEN FOX KITCHEN AND BAR",40.719487,40.719487,"street_address","106-12 Continental Ave, Forest Hills, NY 11375, USA"
