"","ADDRESSS","name","lat","long","accuracy","formatted_address"
"2211","303 EAST   56 STREET 10022","DAI HACHI, UMI SUSHI",40.758596,-73.9652708,"premise","303 E 56th St, New York, NY 10022, USA"
"2212","303 GRAND ST 10002","",40.7173334,-73.9918198,"premise","303 Grand St, New York, NY 10002, USA"
"2213","303 GRAND STREET 10002","NEW GREAT BAKERY",40.7173334,-73.9918198,"premise","303 Grand St, New York, NY 10002, USA"
"2214","303 GREENWICH ST 10013","MACARON CAFE",40.7164656,-74.0107106,"street_address","303 Greenwich St, New York, NY 10013, USA"
"2215","303 HALSEY STREET 11216","ROYAL RIB HOUSE",40.6830376,-73.940688,"premise","303 Halsey St, Brooklyn, NY 11216, USA"
"2216","303 LEXINGTON AVENUE 10016","RARE BAR & GRILL",40.7484054,-73.9779467,"street_address","303 Lexington Ave, New York, NY 10016, USA"
"2217","303 MADISON AVENUE 10017","PERA MEDITERRANEAN BRASSERIE",40.752316,-73.9794252,"street_address","303 Madison Ave, New York, NY 10017, USA"
"2218","303 PAGE AVENUE 10307","SUBWAY",40.5167863,-74.2334481,"street_address","303 Page Ave, Staten Island, NY 10307, USA"
"2219","303 PARK AVE S 10010","FIKA",40.7403217,-73.9858831,"street_address","303 Park Ave S, New York, NY 10010, USA"
"2220","303 PARK AVENUE SOUTH 10010","PRET A MANGER",40.7403217,-73.9858831,"street_address","303 Park Ave S, New York, NY 10010, USA"
"2221","303 SCHENECTADY AVENUE 11213","NEW IMPERIAL KITCHEN",40.667598,-73.9339953,"street_address","303 Schenectady Ave, Brooklyn, NY 11213, USA"
"2222","303 SOUTH END AVENUE 10280","PICASSO PIZZERIA",40.710408,-74.0166532,"street_address","303 South End Ave, New York, NY 10280, USA"
"2223","303 W 116TH ST 10026","Lolo's Seafood Shack",40.8048274,-73.9556967,"premise","303 W 116th St, New York, NY 10026, USA"
"2224","303 WEST   48 STREET 10036","SOMBRERO MEXICAN RESTAURANT",40.7613088,-73.9873646,"street_address","303 W 48th St, New York, NY 10036, USA"
"2225","303 WEST  230 STREET 10463","LITTLE KITCHEN",40.8798709,-73.9096725,"street_address","303 W 230th St, Bronx, NY 10463, USA"
"2226","303-305 BROOME ST 10002","LOUIE AND CHAN",40.7185857,-73.9924425,"street_address","305 Broome St, New York, NY 10002, USA"
"2227","3030 47 AVENUE 11101","THOMPSON COFFEE SHOP",40.742852,-73.9362864,"street_address","30-30 47th Ave, Long Island City, NY 11101, USA"
"2228","3030 47TH AVE 11101","",40.742852,-73.9362864,"street_address","30-30 47th Ave, Long Island City, NY 11101, USA"
"2229","3030 STILLWELL AVE 11224","GREENWOOD BEACH",40.574335,-73.981336,"street_address","3030 Stillwell Ave, Brooklyn, NY 11224, USA"
"2230","3030 W 12TH ST 11224","HONOS ENTERPRISE INC",40.5747585,-73.9796666,"street_address","3030 W 12th St, Brooklyn, NY 11224, USA"
"2231","3031 CONEY ISLAND AVENUE 11235","DUNKIN' DONUTS",40.5823605,-73.9596765,"street_address","3031 Coney Island Ave, Brooklyn, NY 11235, USA"
"2232","3033 3RD AVE 10455","DUNKIN' DONUTS",40.8199382,-73.913456,"street_address","3033 Third Ave, Bronx, NY 10455, USA"
"2233","3033 AVENUE V 11229","EXCLUSIVE PIZZA",40.5989535,-73.9372128,"street_address","3033 Avenue V, Brooklyn, NY 11229, USA"
"2234","3033 CONEY ISLAND AVENUE 11235","NEPTUNE PIZZA",40.5817637,-73.959606,"street_address","3033 Coney Island Ave, Brooklyn, NY 11235, USA"
"2235","3033 TIBBETT AVE 10463","TIBBETT DINER",40.8804201,-73.909035,"premise","3033 Tibbett Ave, Bronx, NY 10463, USA"
"2236","3035 3RD AVE 10455","NEW CHINA RESTAURANT WANG INC",40.8199793,-73.9134852,"street_address","3035 Third Ave, Bronx, NY 10455, USA"
"2237","3035 CROPSEY AVENUE 11224","STARBUCKS",40.581269,-73.9854391,"premise","3035 Cropsey Ave, Brooklyn, NY 11224, USA"
"2238","3035 CROSS BRONX EXPY 10465","",40.8227275,-73.818699,"premise","3035 Cross Bronx Expy, Bronx, NY 10465, USA"
"2239","3035 FULTON STREET 11208","CATERINA PIZZA",40.6807089,-73.8827898,"premise","3035 Fulton St, Brooklyn, NY 11208, USA"
"2240","3036 WESTCHESTER AVENUE 10461","HONEY'S THAI PAVILION",40.8476756,-73.8310924,"street_address","3036 Westchester Ave, Bronx, NY 10461, USA"
"2241","3037 AVENUE V 11229","SOUL OF THE SEA",40.5987997,-73.9371671,"street_address","3037 Avenue V, Brooklyn, NY 11229, USA"
"2242","3037 E 177TH ST 10465","ALFIE'S PLACE",40.8220482,-73.8169872,"street_address","3037 E 177th St, Bronx, NY 10465, USA"
"2243","3038 BUHRE AVE 10461","BUHRE TOP TORTILLAS",40.8473091,-73.8309488,"street_address","3038 Buhre Ave, Bronx, NY 10461, USA"
"2244","3039 BUHRE AVE 10461","TWO BROTHERS PIZZA",40.84766,-73.8310993,"street_address","3039 Buhre Ave, Bronx, NY 10461, USA"
"2245","303C PAGE AVE 10307","PERI'S PEARL TEA",40.5167863,-74.2334481,"street_address","303 Page Ave, Staten Island, NY 10307, USA"
"2246","304 5 AVENUE 11215","LOKI BAR & BENCHMARK RESTAURANT",40.6736072,-73.982918,"premise","304 5th Ave, Brooklyn, NY 11215, USA"
"2247","304 8 AVENUE 10001","LUIGI PIZZA",40.7466682,-73.9970785,"premise","304 8th Ave, New York, NY 10001, USA"
"2248","304 AVENUE U 11223","NEW LI HING RESTAURANT",40.5968613,-73.9728241,"street_address","304 Avenue U, Brooklyn, NY 11223, USA"
"2249","304 BOWERY 10012","SLAINTE",40.7248083,-73.9927697,"premise","304 Bowery, New York, NY 10012, USA"
"2250","304 CITY ISLAND AVE 10464","CITY ISLAND DINER /SNUG BAR",40.8471662,-73.7862922,"street_address","304 City Island Ave, Bronx, NY 10464, USA"
"2251","304 E 49TH ST 10017","SAKANAYA",40.7539642,-73.9686897,"street_address","304 E 49th St, New York, NY 10017, USA"
"2252","304 EAST    6 STREET 10003","MAYAHUEL",40.7271171,-73.9881794,"premise","304 E 6th St, New York, NY 10003, USA"
"2253","304 EAST   42 STREET 10017","HERB N' KITCHEN MARKET",40.7494205,-73.9719069,"street_address","304 E 42nd St, New York, NY 10017, USA"
"2254","304 EAST   48 STREET 10017","KARAOKE DUET 48",40.753185,-73.9693632,"street_address","304 E 48th St, New York, NY 10017, USA"
"2255","304 EAST   78 STREET 10075","SAFFRON GARDEN",40.7723006,-73.9552397,"premise","304 E 78th St, New York, NY 10075, USA"
"2256","304 NEW DORP LANE 10306","FRESH TORTILLAS & TACOS",40.5718372,-74.1123315,"street_address","304 New Dorp Ln, Staten Island, NY 10306, USA"
"2257","304 PARK AVE S 10010","PANERA BREAD",40.7400682,-73.9868082,"street_address","304 Park Ave S, New York, NY 10010, USA"
"2258","304 PARK AVENUE SOUTH 10010","SPIN NEW YORK",40.7400682,-73.9868082,"street_address","304 Park Ave S, New York, NY 10010, USA"
"2259","304 W 14TH ST 10014","INSOMNIA COOKIES",40.7398274,-74.0032238,"street_address","304 W 14th St, New York, NY 10014, USA"
"2260","304 WEST   14 STREET 10014","ROCKY'S I PIZZA & RESTAURANT",40.7398274,-74.0032238,"street_address","304 W 14th St, New York, NY 10014, USA"
"2261","304 WEST   34 STREET 10001","CHIPOTLE MEXICAN GRILL",40.7522148,-73.9944853,"street_address","304 W 34th St, New York, NY 10001, USA"
"2262","304 WEST   40 STREET 10018","WENG'S PALACE",40.7560704,-73.9914127,"premise","304 W 40th St, New York, NY 10018, USA"
"2263","304 WEST   56 STREET 10019","BRICCO RESTAURANT",40.7660956,-73.9839938,"premise","304 W 56th St, New York, NY 10019, USA"
"2264","304 WEST 34 STREET 10001","QUIZNO'S SUBS",40.7522148,-73.9944853,"street_address","304 W 34th St, New York, NY 10001, USA"
"2265","304 WILLIS AVENUE 10454","CHEN'S GARDEN",40.8104528,-73.9215378,"premise","304 Willis Ave, Bronx, NY 10454, USA"
"2266","3040 BUHRE AVE 10461","CAFFE AZZURRI D'ITALIA",40.8473265,-73.8308898,"street_address","3040 Buhre Ave, Bronx, NY 10461, USA"
"2267","3041 AVENUE V 11229","EMPIRE SZECHUAN GARDEN",40.598987,-73.9370156,"street_address","3041 Avenue V, Brooklyn, NY 11229, USA"
"2268","3042 3 AVENUE 10451","Kennedy Fried Chicken",40.8201711,-73.9127647,"street_address","3042 Third Ave, Bronx, NY 10451, USA"
"2269","3042 BUHRE AVE 10461","JUICE RITE",40.8474073,-73.8308321,"street_address","3042 Buhre Ave, Bronx, NY 10461, USA"
"2270","3042 NOSTRAND AVENUE 11229","COSTELLO'S CLADDAGH INN",40.6101742,-73.9439975,"premise","3042 Nostrand Ave, Brooklyn, NY 11229, USA"
"2271","3042 STEINWAY STREET 11103","KFC",40.7629452,-73.9160261,"premise","30-42 Steinway St, Astoria, NY 11103, USA"
"2272","3044 3 AVENUE 10451","LITTLE CAESARS",40.8202832,-73.9126437,"premise","3044 Third Ave, Bronx, NY 10451, USA"
"2273","3044 VALENTINE AVE 10458","KA WAH CHINESE RESTAURANT",40.8738266,-73.8846927,"premise","3044 Valentine Ave, Bronx, NY 10458, USA"
"2274","3044 WESTCHESTER AVENUE 10461","VIVIENNE'S",40.8478553,-73.8310178,"street_address","3044 Westchester Ave, Bronx, NY 10461, USA"
"2275","3045 STEINWAY STREET 11103","DUNKIN' DONUTS",40.7626987,-73.9159446,"street_address","30-45 Steinway St, Astoria, NY 11103, USA"
"2276","3048 BUHRE AVENUE 10461","CHIRPING CHICKEN",40.8473454,-73.8308192,"street_address","3048 Buhre Ave, Bronx, NY 10461, USA"
"2277","3048 FENTON AVENUE 10469","MEMORIES LOUNGE",40.8698066,-73.8443326,"premise","3048 Fenton Ave, Bronx, NY 10469, USA"
"2278","305 AMSTERDAM AVENUE 10023","HUMMUS PLACE",40.7800722,-73.9803034,"premise","305 Amsterdam Ave, New York, NY 10023, USA"
"2279","305 CHURCH ST 10013","BELLE REVE",40.7195153,-74.0040084,"premise","305 Church St, New York, NY 10013, USA"
"2280","305 COURT STREET 11231","SAL'S PIZZA / MAMMA MARIA RESTAURANT",40.6835769,-73.9950902,"street_address","305 Court St, Brooklyn, NY 11231, USA"
"2281","305 E 45TH STREET 10017","PENNYLANE COFFEE",40.751775,-73.9699399,"street_address","305 E 45th St, New York, NY 10017, USA"
"2282","305 E 53RD ST 10022","ECLAIR BAKERY",40.7567168,-73.9666243,"premise","305E E 53rd St, New York, NY 10022, USA"
"2283","305 EAST   92 STREET 10128","ZEBU GRILL",40.7816316,-73.9483276,"premise","305 E 92nd St, New York, NY 10128, USA"
"2284","305 EAST  115 STREET 10029","XING DRAGON",40.7962768,-73.9377279,"premise","305 E 115th St, New York, NY 10029, USA"
"2285","305 FLATBUSH AVENUE 11217","HEALTHY NIBBLES",40.6787472,-73.9732893,"premise","305 Flatbush Ave, Brooklyn, NY 11217, USA"
"2286","305 KNICKERBOCKER AVENUE 11237","FORTUNATA'S II",40.701863,-73.923199,"street_address","305 Knickerbocker Ave, Brooklyn, NY 11237, USA"
"2287","305 LOCUST AVENUE 10454","VITHAS COFFEE SHOP",40.8037149,-73.906064,"street_address","305 Locust Ave, Bronx, NY 10454, USA"
"2288","305 NEVINS ST 11215","AMPLE HILLS CREAMERY",40.6788866,-73.9872798,"premise","305 Nevins St, Brooklyn, NY 11215, USA"
"2289","305 THROOP AVE 11206","KURENT EVENTS",40.693242,-73.942729,"street_address","305 Throop Ave, Brooklyn, NY 11206, USA"
"2290","305 VAN BRUNT ST 11231","DOLCE BROOKLYN",40.6784878,-74.0113491,"premise","305 Van Brunt St, Brooklyn, NY 11231, USA"
"2291","305 W 46TH ST 10036","RIU PLAZA NEW YORK TIMES SQUARE HOTEL",40.7600253,-73.9884476,"street_address","305 W 46th St, New York, NY 10036, USA"
"2292","305 WEST 43 STREET 10036","FASSST CAFE (SECOND STAGE THEATRE)",40.7582465,-73.9896441,"street_address","305 W 43rd St, New York, NY 10036, USA"
"2293","305 WEST END AVENUE 10023","THE ESPLANADE",40.7814875,-73.9836541,"premise","305 West End Ave, New York, NY 10023, USA"
"2294","305 WYCKOFF AVENUE 11237","LUCKY GARDEN",40.7003241,-73.9121409,"premise","305 Wyckoff Ave, Brooklyn, NY 11237, USA"
"2295","3050 14 STREET 11102","BROTHERS PIZZA",40.7696902,-73.9311412,"premise","30-50 14th St, Long Island City, NY 11102, USA"
"2296","3050 WHITESTONE EXPRESSWAY 11354","MOE'S GOURMET FOOD & PIZZA",40.7705613,-73.8364171,"street_address","3050 Whitestone Expy, Flushing, NY 11354, USA"
"2297","3050 WHITESTONE EXPY 11354","678 AURORA CATERING",40.7705613,-73.8364171,"street_address","3050 Whitestone Expy, Flushing, NY 11354, USA"
"2298","3052 W 21ST ST 11224","RESTAURANT KITCHEN",40.572891,-73.987548,"street_address","3052 W 21st St, Brooklyn, NY 11224, USA"
"2299","3052-3078 W 21ST ST 11224","ROOFTOP  LOUNGE",40.572891,-73.987548,"street_address","3052 W 21st St, Brooklyn, NY 11224, USA"
"2300","3058 STEINWAY STREET 11103","RED MANGO",40.7625789,-73.9164157,"street_address","30-58 Steinway St, Long Island City, NY 11103, USA"
"2301","3059 WEBSTER AVENUE 10467","DUNKIN' DONUTS",40.8703011,-73.8788212,"street_address","3059 Webster Ave, Bronx, NY 10467, USA"
"2302","306 7 AVENUE 11215","DUNKIN' DONUTS",40.6678317,-73.9810698,"premise","306 7th Ave, Brooklyn, NY 11215, USA"
"2303","306 93RD ST 11209","PEKING KITCHEN",40.6185676,-74.0327494,"street_address","306 93rd St, Brooklyn, NY 11209, USA"
"2304","306 DITMAS AVE 11218","RANDAZZO'S PIZZERIA",40.6355631,-73.9756349,"street_address","306 Ditmas Ave, Brooklyn, NY 11218, USA"
"2305","306 E 149TH ST 10451","CAPRI CAKES",40.816763,-73.921363,"street_address","306 E 149th St, Bronx, NY 10451, USA"
"2306","306 E 49TH ST 10017","ATOMIC WINGS/MARSHALL STREET",40.7538788,-73.9685862,"premise","306 E 49th St, New York, NY 10017, USA"
"2307","306 EAST    6 STREET 10003","CHERIN SUSHI",40.7270908,-73.9881294,"street_address","306 E 6th St, New York, NY 10003, USA"
"2308","306 EAST   81 STREET 10028","SANDRO'S",40.7742854,-73.9537163,"premise","306 E 81st St, New York, NY 10028, USA"
"2309","306 ELLERY ST 11206","THE PUMP JUICE BAR",40.6992652,-73.9400379,"premise","306 Ellery St, Brooklyn, NY 11206, USA"
"2310","306 GOLD ST 11201","POLLO D' ORO",40.695024,-73.9835069,"street_address","306 Gold St, Brooklyn, NY 11201, USA"
"2311","306 MARCUS GARVEY BLVD 11221","KENNEDY FRIED CHICKEN",40.686928,-73.939069,"premise","306 Marcus Garvey Blvd, Brooklyn, NY 11221, USA"
"2312","306 SAINT NICHOLAS AVENUE 10027","TANGS JIANG RESTAURANT",40.8110151,-73.9523984,"street_address","306 St Nicholas Ave, New York, NY 10027, USA"
"2313","306 WEST   37 STREET 10018","ACUARIO CAFE",40.7541547,-73.9927951,"premise","306 W 37th St, New York, NY 10018, USA"
"2314","306 WEST   44 STREET 10036","INTERCONTINENTAL NEW YORK TIMES SQUARE/TODD ENGLISH CAVA",40.7582107,-73.9896554,"street_address","306 W 44th St, New York, NY 10036, USA"
"2315","3065 14 STREET 11102","S S CALABRO PIZZERIA",40.7691622,-73.9310198,"street_address","3065 14th St, Long Island City, NY 11102, USA"
"2316","3066 STEINWAY ST 11103","THE BAO SHOPPE",40.762337,-73.9165212,"premise","30-66 Steinway St, Long Island City, NY 11103, USA"
"2317","307 3 AVENUE 10010","TAPROOM NO. 307",40.7389705,-73.9826438,"premise","307 3rd Ave, New York, NY 10010, USA"
"2318","307 5TH AVE 10016","UNCLE SAM'S",40.7466242,-73.9854218,"premise","307 5th Ave, New York, NY 10016, USA"
"2319","307 7 AVENUE 10001","GIGI CAFE",40.7467924,-73.9932482,"premise","307 7th Ave, New York, NY 10001, USA"
"2320","307 AMSTERDAM AVE 10023","GRAND SICHUAN 74ST",40.7801106,-73.9802564,"premise","307 Amsterdam Ave, New York, NY 10023, USA"
"2321","307 E 14TH ST 10003","THE HALAL GUYS",40.7323445,-73.9843854,"premise","307 E 14th St, New York, NY 10003, USA"
"2322","307 E 204TH ST 10467","MOJA RESTAURANT (Curry & Grill)",40.8730241,-73.87823,"street_address","307 E 204th St, Bronx, NY 10467, USA"
"2323","307 E 77TH ST 10075","MARONI HOT POTS",40.771994,-73.9554607,"premise","307 E 77th St, New York, NY 10075, USA"
"2324","307 EAST    9 STREET 10003","MUDSPOT",40.72911,-73.9866331,"premise","307 E 9th St, New York, NY 10003, USA"
"2325","307 EAST   84 STREET 10028","ITALIANISSIMO RISTORANTE",40.776507,-73.951963,"street_address","307 E 84th St, New York, NY 10028, USA"
"2326","307 KINGS HIGHWAY 11223","ITALIA PIZZA",40.6052334,-73.9789207,"premise","307 Kings Hwy, Brooklyn, NY 11223, USA"
"2327","307 KNICKERBOCKER AVE 11237","NORTH PENGUIN",40.7017835,-73.9231599,"premise","307 Knickerbocker Ave, Brooklyn, NY 11237, USA"
"2328","307 NELSON AVE 10308","MICHAEL ANTHONY'S",40.5422809,-74.1453766,"premise","307 Nelson Ave, Staten Island, NY 10308, USA"
"2329","307 SMITH ST 11231","BAR SAN MIGUEL",40.6813587,-73.9938931,"premise","307 Smith St, Brooklyn, NY 11231, USA"
"2330","307 SPRING STREET 10013","GIORGIONE",40.7261502,-74.0084437,"premise","307 Spring St, New York, NY 10013, USA"
"2331","307 TOMPKINS AVE 11216","THE BUSH DOCTOR JUICE BAR",40.68739,-73.944457,"street_address","307 Tompkins Ave, Brooklyn, NY 11216, USA"
"2332","307 W 17TH ST 10011","Pizza Italia",40.7419616,-74.0014595,"street_address","307 W 17th St, New York, NY 10011, USA"
"2333","307 W 37TH ST 10018","THE BISTRO",40.7544922,-73.9925544,"premise","307 W 37th St, New York, NY 10018, USA"
"2334","307 W 47TH ST 10036","DUTCH FRED",40.7608159,-73.9878465,"premise","307 W 47th St, New York, NY 10036, USA"
"2335","3070 BAINBRIDGE AVE 10467","NICKY'S PIZZA RESTAURANT",40.8734369,-73.879374,"premise","3070 Bainbridge Ave, Bronx, NY 10467, USA"
"2336","307072 BROADWAY 10027","BROADWAY AU LAIT",40.8130691,-73.9600387,"route","Broadway, New York, NY 10027, USA"
"2337","3071 BRIGHTON 4TH ST 11235","AT YOUR MOTHER-IN-LAW",40.5776143,-73.963295,"premise","3071 Brighton 4th St, Brooklyn, NY 11235, USA"
"2338","3073 BAILEY AVE 10463","LAURA'S PIZZA",40.8779404,-73.9027711,"street_address","3073 Bailey Ave, Bronx, NY 10463, USA"
"2339","3073 EMMONS AVENUE 11235","MARIA RISTORANTE",40.584278,-73.9367251,"premise","3073 Emmons Ave, Brooklyn, NY 11235, USA"
"2340","307311 FLATBUSH AVENUE 11217","BURRITO BAR",40.6821459,-73.976062,"route","Flatbush Ave, Brooklyn, NY 11217, USA"
"2341","3075 3RD AVE 10451","I LOVE PIZZA",40.8210482,-73.9127788,"premise","3075 Third Ave, Bronx, NY 10451, USA"
"2342","3076 EMMONS AVENUE 11235","SHEEPSHEAD BAY YACHT CLUB BAR",40.5836703,-73.9362815,"premise","3076 Emmons Ave, Brooklyn, NY 11235, USA"
"2343","3077 CROSS BRONX EXPRESSWAY 10465","FORT SCHULER HOUSE",40.8223077,-73.8167901,"premise","3077 Cross Bronx Expy, Bronx, NY 10465, USA"
"2344","3078 CONEY ISLAND AVE 11235","CASA MALINCHE",40.5810856,-73.9601386,"street_address","3078 Coney Island Ave, Brooklyn, NY 11235, USA"
"2345","3078 STEINWAY STREET 11103","TACO BELL PIZZA HUT",40.7620074,-73.9167504,"street_address","30-78 Steinway St, Long Island City, NY 11103, USA"
"2346","308 BEDFORD AVENUE 11249","VIDEOLOGY",40.7138814,-73.9619446,"premise","308 Bedford Ave, Brooklyn, NY 11249, USA"
"2347","308 BLEECKER ST 11237","BOOBIETRAP",40.7001673,-73.9160236,"premise","308 Bleecker St, Brooklyn, NY 11237, USA"
"2348","308 BOWERY 10012","DUANE PARK",40.7249359,-73.9927509,"street_address","308 Bowery, New York, NY 10012, USA"
"2349","308 CORTELYOU RD 11218","MR. TONY PIZZERIA",40.638079,-73.9759832,"premise","308 Cortelyou Rd, Brooklyn, NY 11218, USA"
"2350","308 E 109TH ST 10029","Dear Mama",40.792141,-73.940656,"street_address","308 E 109th St, New York, NY 10029, USA"
"2351","308 E 116TH ST 10029","A.M. DELI JUICE BAR FOOD INC",40.7966001,-73.9372685,"premise","308 E 116th St, New York, NY 10029, USA"
"2352","308 E 141ST ST 10454","GIO'S PIZZA & RESTAURANT",40.81222,-73.9246645,"premise","308 E 141st St, Bronx, NY 10454, USA"
"2353","308 E 6TH ST 10003","CONFESSIONAL",40.7269931,-73.9880779,"street_address","308 E 6th St, New York, NY 10003, USA"
"2354","308 EAST   49 STREET 10017","YAMA",40.7538511,-73.9684913,"premise","308 E 49th St, New York, NY 10017, USA"
"2355","308 EAST   78 STREET 10075","HEIDI'S HOUSE BY THE SIDE OF THE ROAD",40.772189,-73.9550639,"street_address","308 E 78th St, New York, NY 10075, USA"
"2356","308 EAST   86 STREET 10028","ITHAKA",40.7774825,-73.9512894,"street_address","308 E 86th St, New York, NY 10028, USA"
"2357","308 EAST  175 STREET 10457","CASA PROMESA",40.8464484,-73.9040798,"street_address","308 E 175th St, Bronx, NY 10457, USA"
"2358","308 EAST  188 STREET 10458","CHINA CITY",40.860436,-73.895079,"premise","308 E 188th St, Bronx, NY 10458, USA"
"2359","308 FLATBUSH AVENUE 11238","OCEAN 8 AT BROWNSTONE BILLIARDS",40.6774175,-73.9726518,"street_address","308 Flatbush Ave, Brooklyn, NY 11238, USA"
"2360","308 FRANKLIN AVE 11238","MUNCHIES JUICE BAR",40.6886818,-73.9575188,"street_address","308 Franklin Ave, Brooklyn, NY 11238, USA"
"2361","308 FRONT ST 10304","EXTASIS",40.6293731,-74.0749659,"street_address","308 Front St, Staten Island, NY 10304, USA"
"2362","308 HOOPER STREET 11211","THE FLAT",40.7073104,-73.9537284,"premise","308 Hooper St, Brooklyn, NY 11211, USA"
"2363","308 LENOX AVENUE 10027","CHEZ LUCIENNE",40.8080452,-73.9451913,"street_address","308 Lenox Ave, New York, NY 10027, USA"
"2364","308 TOMPKINS AVE 11216","CROWN FRIED CHICKEN PIZZA & COFFEE SHOP",40.6873244,-73.944938,"premise","308 Tompkins Ave, Brooklyn, NY 11216, USA"
"2365","308 WEST 50 STREET 10019","BLUE DOG KITCHEN",40.7624439,-73.9869679,"street_address","308 W 50th St, New York, NY 10019, USA"
"2366","308 WILLIS AVENUE 10454","LA MORADA RESTAURANT",40.8105783,-73.9214556,"premise","308 Willis Ave, Bronx, NY 10454, USA"
"2367","3080 ARTHUR KILL RD 10309","MR. V'S (IN ICE SKATING CLUB)",40.543785,-74.232298,"street_address","3080 Arthur Kill Rd, Staten Island, NY 10309, USA"
"2368","3080 BOSTON ROAD 10469","DUNKIN' DONUTS",40.8707765,-73.8560006,"premise","3080 Boston Rd, Bronx, NY 10469, USA"
"2369","3080 BROADWAY 10027","SIMPLY DIVINE",40.8118492,-73.9600406,"premise","3080 Broadway, New York, NY 10027, USA"
"2370","3081 CROPSEY AVENUE 11224","PAL'S HERO SHOP",40.5802933,-73.9852498,"premise","3081 Cropsey Ave, Brooklyn, NY 11224, USA"
"2371","3083 BRIGHTON 1 PLACE 11235","SACHIKO",40.5764791,-73.9656049,"street_address","3083 Brighton 1st Pl, Brooklyn, NY 11235, USA"
"2372","3085 14TH ST 11102","ON 14TH STREET",40.7686949,-73.9313718,"street_address","30-85 14th St, Long Island City, NY 11102, USA"
"2373","3086 51ST ST 11377","CASA HAVANA",40.757493,-73.9077587,"street_address","30-86 51st St, Woodside, NY 11377, USA"
"2374","3086 BRIGHTON 2 STREET 11235","VARENICHNAYA - PELMINI VARENICHKY",40.5764471,-73.9652842,"street_address","3086 Brighton 2nd St, Brooklyn, NY 11235, USA"
"2375","3088 HULL AVENUE 10467","SALUD Y ESTILO DE VIDA",40.872173,-73.8783663,"street_address","3088 Hull Ave, Bronx, NY 10467, USA"
"2376","309 BRADLEY AVENUE 10314","PEKING KITCHEN CHINESE CUISINE",40.6036693,-74.1313634,"premise","309 Bradley Ave, Staten Island, NY 10314, USA"
"2377","309 COURT ST 11231","D'AMICOS COFFEE",40.6834909,-73.9951696,"street_address","309 Court St, Brooklyn, NY 11231, USA"
"2378","309 CROMWELL AVENUE 10305","CAFE LATTE",40.5879084,-74.0916262,"street_address","309 Cromwell Ave, Staten Island, NY 10305, USA"
"2379","309 EAST    5 STREET 10003","SOBA-KOH",40.7267288,-73.9883071,"premise","309 E 5th St, New York, NY 10003, USA"
"2380","309 EAST 5 STREET 10003","RISOTTERIA MELOTTI",40.7267288,-73.9883071,"premise","309 E 5th St, New York, NY 10003, USA"
"2381","309 GOLD ST 11201","STARBUCKS",40.6950035,-73.9828595,"premise","309 Gold St, Brooklyn, NY 11201, USA"
"2382","309 GRAHAM AVE 11211","CHARTER COFFEE AND CUTS",40.713329,-73.944478,"street_address","309 Graham Ave, Brooklyn, NY 11211, USA"
"2383","309 MADISON AVE 10017","FRESH & CO",40.7524692,-73.9792763,"street_address","309 Madison Ave, New York, NY 10017, USA"
"2384","309 W 39TH ST 10018","ELEMENT HOTEL TIME SQUARE",40.7557118,-73.9920494,"street_address","309 W 39th St, New York, NY 10018, USA"
"2385","309 W 49 ST 10019","Nomura cafeteria( 25 th floor)",40.7620878,-73.987135,"street_address","309 W 49th St, New York, NY 10019, USA"
"2386","309 W 57TH ST 10019","DUNKIN DONUTS",40.7671561,-73.9833115,"street_address","309 W 57th St, New York, NY 10019, USA"
"2387","309 WEST   50 STREET 10019","DON ANTONIO RESTAURANT",40.7627178,-73.9867076,"street_address","309 W 50th St, New York, NY 10019, USA"
"2388","309 WEST 49TH STREET 10019","Noumura Cafe ( 5th floor Noumura Cafe)",40.7620878,-73.987135,"street_address","309 W 49th St, New York, NY 10019, USA"
"2389","3091 STEINWAY ST 11103","TUT'S HUB",40.7615737,-73.9165546,"premise","30-91 Steinway St, Astoria, NY 11103, USA"
"2390","3093 38TH ST 11103","FUSION JUICE BAR",40.7619818,-73.9176412,"street_address","30-93 38th St, Astoria, NY 11103, USA"
"2391","3094 STEINWAY ST 11103","TASTY BURGER SHACK/ALI BABA",40.7617157,-73.9170409,"street_address","30-94 Steinway St, Long Island City, NY 11103, USA"
"2392","3095 33RD ST 11102","Halsey's Tavern/Mom's Kitchen & Bar",40.7637139,-73.9215625,"street_address","30-95 33rd St, Long Island City, NY 11102, USA"
"2393","31 3RD AVE 11217","SUSHI GANSO",40.6856106,-73.9803078,"premise","31 3rd Ave, Brooklyn, NY 11217, USA"
"2394","31 8 AVENUE 10014","TAVERN ON JANE",40.7383177,-74.0042799,"premise","31 8th Ave, New York, NY 10014, USA"
"2395","31 CARMINE STREET 10014","VICTORY GARDEN",40.7303616,-74.0032189,"street_address","31 Carmine St, New York, NY 10014, USA"
"2396","31 CORNELIA STREET 10014","PO RESTAURANT",40.7314194,-74.0025691,"premise","31 Cornelia St, New York, NY 10014, USA"
"2397","31 CORSON AVE 10301","",40.6382671,-74.0798739,"premise","31 Corson Ave, Staten Island, NY 10301, USA"
"2398","31 CROSBY STREET 10013","SATURDAYS SURF NYC",40.7207458,-73.9993443,"premise","31 Crosby St, New York, NY 10013, USA"
"2399","31 E 21ST ST 10010","RHONG-TIAM THAI",40.7396248,-73.9884766,"premise","31 E 21st St, New York, NY 10010, USA"
