"ADDRESSS" "name"
"4259" "604 10 AVENUE 10036" "PIO PIO"
"4260" "604 2 AVENUE 10016" "CHIPOTLE MEXICAN GRILL"
"4261" "604 5 AVENUE 10020" "T.G.I. FRIDAY'S"
"4262" "604 9TH AVE 10036" "TURCO"
"4263" "604 E 102ND ST 11236" "LEO'S DELI & GRILL"
"4264" "604 GRAND ST 11211" "PAPA JOHN'S"
"4265" "604 NOSTRAND AVENUE 11216" "SAKURA TOKYO"
"4266" "604 PARKSIDE AVENUE 11226" "AKWAABA RESTAURANT"
"4267" "604 UNION STREET 11215" "DINOSAUR BAR-B-QUE"
"4268" "6040 MYRTLE AVENUE 11385" "DUNKIN' DONUTS"
"4269" "6047 MYRTLE AVE 11385" "AMA COFFEE"
"4270" "6048 MYRTLE AVENUE 11385" "THE ORIGINAL SAL'S PIZZERIA"
"4271" "605 AVENUE Z 11223" "SUNRISE CHINESE FOOD"
"4272" "605 CARLTON AVENUE 11238" "JAMES RESTAURANT"
"4273" "605 COURTLANDT AVENUE 10451" "HUAXCUAXTLA RESTAURANT"
"4274" "605 E 187TH ST 10458" "HALALOO"
"4275" "605 EAST TREMONT AVENUE 10457" "LA BELLA ROSA BAKERY"
"4276" "605 FOREST AVE 10310" "FAB CUP"
"4277" "605 HUDSON STREET 10014" "LA RIPAILLE RESTAURANT"
"4278" "605 PROSPECT PLACE 11238" "GUEROS BROOKLYN"
"4279" "605 SOUTHERN BOULEVARD 10455" "WILBEL PIZZA"
"4280" "605 W 42ND ST 10036" "LIFECAFE"
"4281" "605 WEST   48 STREET 10036" "CANTINA ROOFTOP"
"4282" "6051 MYRTLE AVE 11385" "PIZZA HUT"
"4283" "6054 FRESH POND ROAD 11378" "T.J.'S SPORTS BAR"
"4284" "6059 MYRTLE AVENUE 11385" "CHIQUITA'S RESTAURANT"
"4285" "606 2 AVENUE 10016" "THE COFFEE BEAN & TEA LEAF"
"4286" "606 5 AVENUE 11215" "ENERGY FUEL CAFE"
"4287" "606 5TH AVE 11215" "EMPANADA LOCA"
"4288" "606 8TH AVE 10018" "PORT AUTHORITY FOOD COURT"
"4289" "606 E 187TH ST 10458" ""
"4290" "606 NEPTUNE AVENUE 11224" "MCDONALD'S"
"4291" "606 VANDERBILT AVE 11238" "FAUN"
"4292" "606 W 207TH ST 10034" "LA NUEVA ESPANA RESTAURANT"
"4293" "6061 FRESH POND ROAD 11378" "LA BELLA MARIELLA"
"4294" "6062 BEAVER STREET 10004" "TASTE OF TOKYO"
"4295" "6063 FLUSHING AVENUE 11378" "CHASERS"
"4296" "6063 FRESH POND ROAD 11378" "NEW PANDA"
"4297" "607 10TH AVE 10036" "MEME"
"4298" "607 2 AVENUE 10016" "ROCKY'S PIZZERIA & RESTAURANT II"
"4299" "607 9 AVENUE 10036" "GARDEN CITY DELI"
"4300" "607 9TH AVE 10036" "VIVI BUBBLE TEA"
"4301" "607 BRIGHTON BEACH AVE 11235" "STARBUCKS"
"4302" "607 E 169TH ST 10456" "JENNY COFFEE SHOP"
"4303" "607 MANHATTAN AVE 11222" "BOTICA"
"4304" "607 WEST  116 STREET 10027" "HEWITT DINING HALL BARNARD COLLEGE CAFETERIA"
"4305" "608 9 AVENUE 10036" "PATRON MEXICAN GRILL"
"4306" "608 E FORDHAM RD 10458" "ESSENTIAL 608"
"4307" "608 NOSTRAND AVE 11216" "SWEET BROOKLYN BAR & GRILL"
"4308" "608 W 207TH ST 10034" "MCDONALDS"
"4309" "609 5 AVENUE 10017" "AMERICAN GIRL CAFE"
"4310" "609 9 AVENUE 10036" "CHIMICHURRI GRILL"
"4311" "609 DEKALB AVENUE 11216" "SUGAR HILL RESTAURANT, SUPPER CLUB AND DISCO"
"4312" "609 EAST   53 STREET 11203" "GUYANA EX POLICE ASSOCIATION OF AMERICA"
"4313" "609 FRANKLIN AVE 11238" "SUSHI TATA"
"4314" "609 GRAND STREET 11211" "NOORMAN'S KIL"
"4315" "609 MAIN STREET 10044" "CHINA 1 KITCHEN"
"4316" "609 SUTTER AVENUE 11207" "CUPIDO'S RESTAURANT"
"4317" "609 VANDERBILT AVE 11238" "BTWXTD"
"4318" "609 W 27TH ST 10001" "BETWEEN THE BREAD"
"4319" "6091 54TH ST 11378" "BELLA DONNA PIZZZA"
"4320" "6091 MYRTLE AVENUE 11385" "CORATO PIZZA II"
"4321" "6092 FLUSHING AVENUE 11378" "888 KITCHEN"
"4322" "61 2 AVENUE 10003" "DEMPSEY'S PUB"
"4323" "61 7 AVENUE 11217" "SPICE"
"4324" "61 7 AVENUE SOUTH 10014" "CALIENTE CAB CO"
"4325" "61 BEGEN STREET 11201" "61 LOCAL"
"4326" "61 CHRISTOPHER STREET 10014" "THE DUPLEX"
"4327" "61 CHURCH AVENUE 11218" "TACO KING CHINESE REST"
"4328" "61 COLUMBUS AVENUE 10023" "ROSA MEXICANA"
"4329" "61 DELANCEY ST 10002" "PETEE'S PIE"
"4330" "61 DELANCEY STREET 10002" "BERKLI PARC CAFE"
"4331" "61 DELANCY STREET 10002" "COCORON"
"4332" "61 GROVE STREET 10014" "HAKATA TON TON"
"4333" "61 LEXINGTON AVE 10010" "BALLOON"
"4334" "61 MEADOW ST 11206" "CARTHAGE MUST BE DESTROYED"
"4335" "61 MOTT STREET 10013" "NEW MANDARIN COURT"
"4336" "61 NEW DORP PLZ N 10306" "ZAGHLOUL GRILL"
"4337" "61 PAGE AVE 10309" "LAVA CAFE"
"4338" "61 READE STREET 10007" "TRE SORELLE"
"4339" "61 SAINT JAMES PL 11238" "PRATT-HIGGINS HALL CAFE"
"4340" "61 W 37TH ST 10018" "Vivid Cabaret"
"4341" "61 WEST    8 STREET 10011" "NETA"
"4342" "61 WEST   48 STREET 10020" "COSI"
"4343" "61 WEST   62 STREET 10023" "WICHCRAFT"
"4344" "61 WEST 74TH STREET 10023" "PATSYS PIZZERIA"
"4345" "61 WYTHE AVENUE 11249" "BROOKLYN BOWL"
"4346" "61-09 190TH ST 11365" "HOOTERS"
"4347" "610 10 AVENUE 10036" "DUNKIN' DONUTS, BASKIN ROBBINS"
"4348" "610 5 AVENUE 10020" "ROCK CENTER CAFE"
"4349" "610 8TH AVE 10018" "KUNG FU KITCHEN"
"4350" "610 AMSTERDAM AVE 10024" "SPICE"
"4351" "610 BUSHWICK AVE 11206" "REBECCA'S"
"4352" "610 E 183RD ST 10458" "LA TORRE RESTAURANT & BAR"
"4353" "610 EAST  187 STREET 10458" "DE LILLO PASTRY SHOP"
"4354" "610 EXTERIOR ST 10451" "MARISCO CENTRO SEAFOOD RESTAURANT  & BAR"
"4355" "610 EXTERIOR STREET 10451" "APPLEBEE'S"
"4356" "610 GATEWAY CENTER BLVD 10451" "SUBWAY"
"4357" "610 MELROSE AVE 10455" "HONG KONG JACKIE CHINESE RESTAURANT"
"4358" "610 RICHMOND RD 10304" "WING EXPRESS"
"4359" "610 UTICA AVENUE 11203" "DUNKIN' DONUTS"
"4360" "610 WEST   56 STREET 10019" "TERMINAL 5"
"4361" "6100 16 AVENUE 11204" "ANITA'S LUNCHEONETTE"
"4362" "6100 RIVERDALE AVE 10471" "NONA'S PIZZA"
"4363" "6101 JUNCTION BOULEVARD 11374" "SUBWAY"
"4364" "6102 7TH AVE 11220" "WU LA BU HUAN"
"4365" "6102 MYRTLE AVE 11385" "POLLOS MARION"
"4366" "6102 SPRINGFIELD BLVD 11364" "FUKUOKA SHABU-SHABU"
"4367" "6103 20 AVENUE 11204" "FINEST EVER LUCK RESTAURANT"
"4368" "6103 FLUSHING AVENUE 11378" "DUNKIN' DONUTS, BASKIN ROBBINS"
"4369" "6104 5 AVENUE 11220" "NEW LONG RIVER"
"4370" "6104 MYRTLE AVENUE 11385" "ACE PIZZA"
"4371" "6104 WOODSIDE AVENUE 11377" "THE CUCKOO'S NEST"
"4372" "6105 MADISON ST 11385" "THE SPOT CAFE"
"4373" "6107 UTOPIA PARKWAY 11365" "FAT BOYS PIZZA"
"4374" "6109 SPRINGFIELD BLVD 11364" "FRESCO PIZZERIA & RESTAURANT"
"4375" "6109 UTOPIA PARKWAY 11365" "TEA SHOP & BAKERY"
"4376" "611 5 AVENUE 10022" "CAFE SFA"
"4377" "611 86TH ST 11209" "TOKYO BAY"
"4378" "611 9 AVENUE 10036" "DALTON'S BAR & GRILL"
"4379" "611 BAY STREET 10304" "WAZOBIA RESTAURANT"
"4380" "611 CRESCENT AVENUE 10458" "ARTHUR AVENUE CATERS"
"4381" "611 HUDSON ST 10014" "BAR BOLONAT"
"4382" "611 MANHATTAN AVE 11222" "FORTUNE COOKIES"
"4383" "611 VANDERBILT AVE 11238" "TIN KETTLE"
"4384" "6110 MYRTLE AVENUE 11385" "NEW DOUBLE CHINESE RESTAURANT"
"4385" "6111 173RD ST 11365" "HIGHWAY DELI & COFFEE SHOP"
"4386" "6111 5TH AVE 11220" "POLLO A LA BRASCIA RESTAURANT"
"4387" "6111 FRESH POND RD 11379" "WENDY'S"
"4388" "6112 20 AVENUE 11204" "NAVRUZ CAFE & BAR"
"4389" "6112 4TH AVE 11220" "ANDREA'S PIZZARIA"
"4390" "6112 ROOSEVELT AVENUE 11377" "METRO KITCHEN"
"4391" "6113 20 AVENUE 11204" "VERONA PIZZA"
"4392" "6113 SPRINGFIELD BLVD 11364" "SUBWAY/NATHAN'S FAMOUS"
"4393" "6115 5TH AVE 11220" ""
"4394" "6115 BROADWAY 10471" "GLEESON'S SPORTS BAR"
"4395" "6115 SPRINGFIELD BOULEVARD 11364" "RED MANGO"
"4396" "6116 7TH AVE 11220" "SNOW & CREAM"
"4397" "6116 FLUSHING AVENUE 11378" "JOE'S PIZZERIA RESTAURANT & DELI"
"4398" "6116 LAUREL HILL BLVD 11377" "CLEM'S PUBLIC HOUSE"
"4399" "6117 SPRINGFIELD BLVD 11364" "EMPIRE GARDEN"
"4400" "6119 ROOSEVELT AVENUE 11377" "V & V BAKERY"
"4401" "611A WILSON AVE 11207" "FATHER KNOWS BEST"
"4402" "611B 8TH AVE 10018" "ARBY'S"
"4403" "611C/621C TERMINAL 5- JFK AIRPORT 11430" "AER LINGUS LOUNGE"
"4404" "612 5 AVENUE 11215" "BAGEL FACTORY"
"4405" "612 AMSTERDAM AVE 10024" "MIDO"
"4406" "612 FOREST AVENUE 10310" "SUBWAY"
"4407" "612 METROPOLITAN AVE 11211" "NORTHERN BELL"
"4408" "612 VANDERBILT AVE 11238" "FISH FISH MO FISH"
"4409" "6120 FRESH MEADOW LANE 11365" "DUNKIN' DONUTS"
"4410" "6121 FRESH POND ROAD 11379" "THE CLUBHOUSE"
"4411" "6122 188 STREET 11365" "FIVE GUYS FAMOUS BURGERS AND FRIES"
"4412" "6122 7TH AVE 11220" "PRINCE TEA HOUSE"
"4413" "6122 FRESH POND RD 11379" "SUBWAY"
"4414" "6122 FRESH POND ROAD 11379" "DUNKIN' DONUTS"
"4415" "6122 SPRINGFIELD BLVD FL 1ST 11364" "SWEET TREATS PASTRY SHOPPE"
"4416" "6123 SPRINGFIELD BLVD 11364" "ROLLY KIMBAB"
"4417" "6124 SPRINGFIELD BOULEVARD 11364" "HI TEA"
"4418" "613 9TH AVE 10036" "LENWICH"
"4419" "613 CRESCENT AVENUE 10458" "FRUIT AND VEGETABLES ANAYELYS BOUTIQUE"
"4420" "613 EAST  138 STREET 10454" "THE PASTELILLOS HOUSE & DELI"
"4421" "613 EAST TREMONT AVENUE 10457" "NEW RAINBOW CHINESE RESTAURANT"
"4422" "613 FRANKLIN AVE 11238" "THE CRABBY SHACK"
"4423" "613 GRAND STREET 11211" "THE SAINT AUSTERE"
"4424" "613 NOSTRAND AVENUE 11216" "CHRIS CARIBBEAN & AMERICAN RESTAURANT"
"4425" "6132 SPRINGFIELD BOULEVARD 11364" "GINO'S PIZZERIA"
"4426" "6135 JUNCTION BLVD 11374" "CINNABON"
"4427" "6135 JUNCTION BLVD, KIOSK #01K02 11374" "AUNTIE ANNE'S PRETZELS"
"4428" "6135 JUNCTION BOULEVARD 11374" "MILLER'S ALE HOUSE"
"4429" "614 4 AVENUE 11215" "NEW TASTE OF ORIENTAL"
"4430" "614 9 AVENUE 10036" "WESTWAY DINER"
"4431" "614 MANHATTAN AVE 11222" "BAOBURG"
"4432" "614 MELROSE AVENUE 10455" "PARRILLA LATINA"
"4433" "614 WILSON AVE 11207" ""
"4434" "6140 188 STREET 11365" "QDOBA MEXICAN GRILL"
"4435" "6142 188TH ST 11365" "SOY KITCHEN"
"4436" "6142 SPRINGFIELD BOULEVARD 11364" "SAIGON RESTAURANT"
"4437" "6144 SPRINGFIELD BOULEVARD 11364" "RIVER JAPANESE CUISINE"
"4438" "6145 188 STREET 11365" "BOSTON MARKET"
"4439" "6147 188 STREET 11365" "RED MANGO"
"4440" "6148 188 STREET 11365" "APPLEBEE'S"
"4441" "614A AMSTERDAM AVENUE 10024" "ANTHI'S GREEK FOOD"
"4442" "615 1/2 HUDSON ST 10014" "BESPOKE KITCHEN"
"4443" "615 9 AVENUE 10036" "AJISAI JAPANESE RESTAURANT"
"4444" "615 BRIGHTON BEACH AVENUE 11235" "SKOVORODKA RESTAURANT"
"4445" "615 GRAND ST 11211" "LILY THAI RESTAURANT"
"4446" "615 MANHATTAN AVENUE 11222" "TORST"
"4447" "615 NOSTRAND AVENUE 11216" "CONNECTICUT MUFFIN"
"4448" "615 WEST  131 STREET 10027" "STUDEBAKER CAFE"
"4449" "615 WILSON AVE 11207" "A WIN XIN KITCHEN"
"4450" "6151 188 STREET 11365" "STARBUCKS"
"4451" "6158 SPRINGFIELD BOULEVARD 11364" "DUNKIN' DONUTS, BASKIN ROBBINS"
"4452" "616 8TH AVE 10018" "HUMMUS AND PITA CO"
"4453" "616 AMSTERDAM AVE 10024" "GEORGIA&ALIOU'S TINY TREATS CAFE"
"4454" "616 FOREST AVENUE 10310" "NUCCI'S RESTAURANT"
"4455" "616 HALSEY ST 11233" "ZABKA"
"4456" "6161 STRICKLAND AVE 11234" ""
"4457" "6161 STRICKLAND AVENUE 11234" "RMR CAFE (BOWLING ALLEY)"
"4458" "6165 STRICKLAND AVENUE 11234" "HUNAN WEST"
"4459" "617 9TH AVE 10036" "BLOSSOM DUJOUR"
"4460" "617 GRAND ST 11211" "MAHJI"
"4461" "617 MANHATTAN AVE 11222" "AMARIN CAFE"
"4462" "617 VANDERBILT AVENUE 11238" "MITCHELL'S RESTAURANT"
"4463" "617 WILSON AVENUE 11207" "EMPIRE TACO"
"4464" "6179 STRICKLAND AVE 11234" "KING'S WOK"
"4465" "618 4TH AVE 11215" "BREAD & JOE"
"4466" "618 62 STREET 11220" "GOLDEN IMPERIAL SEAFOOD RESTAURANT"
"4467" "618 AMSTERDAM AVE 10024" "COFFEEBERRY"
"4468" "618 GRAND STREET 11211" "BUSHWICK COUNTRY CLUB"
"4469" "618 NOSTRAND AVENUE 11216" "ROYAL BAKERY & ROTI SHOP"
"4470" "618 ST JOHNS PLACE 11238" "FRANKLIN PARK/DUTCH BOY BURGER"
"4471" "6181 STRICKLAND AVENUE 11234" "DUET"
"4472" "6185 STRICKLAND AVE 11234" "DAGAN GRILL"
"4473" "6187 STRICKLAND AVENUE 11234" "DAGAN PIZZA"
"4474" "619 NOSTRAND AVE 11216" "HING HUNG KITCHEN"
"4475" "619 SAINT JOHNS PL 11238" "CAFE FORTE"
"4476" "62 5TH AVE 11217" "BK9"
"4477" "62 7 AVENUE 11217" "SANTA FE GRILL & BAR"
"4478" "62 AVENUE C 10009" "NUBLU"
"4479" "62 AVENUE U 11223" "CRAZY BEANS LOUNGE"
"4480" "62 CARMINE STREET 10014" "SWEET REVENGE"
"4481" "62 CHARLES STREET 10014" "SEVILLA RESTAURANT"
"4482" "62 CHELSEA PIERS 10011" "WICHCRAFT"
"4483" "62 COURT ST 11201" "OKEEFES"
"4484" "62 EAST 116TH ST 10029" "CROSS CULTURE KITCHEN"
"4485" "62 HENRY STREET 11201" "HENRY ST. ALE HOUSE"
"4486" "62 MADISON AVE 10016" "BIRCH COFFEE"
"4487" "62 PEARL ST 10004" "SHORTY'S"
"4488" "62 PRINCE STREET 10012" "SOHO PARK"
"4489" "62 STONE STREET 10004" "FINANCIER PATISSERIE"
"4490" "62 W 22ND ST 10010" "BITE"
"4491" "62 W 56TH ST 10019" "BEYOND SUSHI NYC INC"
"4492" "62 W 9TH ST 10011" "CASA APICII"
"4493" "62 W BURNSIDE AVE 10453" "XING WANG NO.1"
"4494" "62 WEST   45 STREET 10036" "PRET A MANGER"
"4495" "62 WEST   48 STREET 10036" "PRONTO PIZZA"
"4496" "62 WEST   56 STREET 10019" "K-BAP"
"4497" "62 WEST 23 STREET - CHELSEA PIER 10011" "BATEAUX NEW YORK"
"4498" "62 WILLIAM STREET 10005" "ORIENTAL EXPRESS"
"4499" "620 4 AVENUE 11215" "EL NUEVO SABOR LATINO"
"4500" "620 5TH AVENUE 11215" "WOOPS BAKESHOP"
"4501" "620 6 AVENUE 10011" "CAFE BEYOND"
"4502" "620 8 AVENUE 10018" "INAKAYA"
"4503" "620 9 AVENUE 10036" "CHIPOTLE MEXICAN GRILL"
"4504" "620 ATLANTIC AVE 11217" "SUGAR FACTORY"
"4505" "620 ATLANTIC AVENUE 11217" "CORCORAN LOUNGE"
"4506" "620 CATON AVENUE 11218" "620 ON CATON"
"4507" "620 EAST    6 STREET 10009" "GRAPE AND GRAIN"
"4508" "620 MANHATTAN AVE 11222" "SCREAMER'S PIZZERIA"
"4509" "620 MANIDA STREET 10474" "HUNTS POINT JUICE BAR & DELI"
"4510" "620 VANDERBILT AVE 11238" "MILK BAR"
"4511" "620 VANDERBILT AVENUE 11238" "MILK BAR"
"4512" "620 W 42ND ST 10036" "THINK COFFEE"
"4513" "6201 11TH AVE 11219" "SHOGUN SUSHI"
"4514" "6201 20 AVENUE 11204" "LIN GARDEN"
"4515" "6201 5 AVENUE 11220" "FEENEY'S PUB"
"4516" "6201 8TH AVE 11220" "HONK KONG BOY RESTAURANT"
"4517" "6201 BROADWAY 10471" "TONY & VAL'S"
"4518" "6201 WOODSIDE AVENUE 11377" "POLLOS A LA BRASA MARIO"
"4519" "6202 18 AVENUE 11204" "GOOD DAY RESTAURANT"
"4520" "6202 FRESH POND ROAD 11379" "PIZZA HUT, KFC"
"4521" "6205 18 AVENUE 11204" "FAY WONG CAFE BAKERY"
"4522" "6205 ROOSEVELT AVE 11377" "LONG SPRING GARDEN"
"4523" "6208 11TH AVE 11219" "SUNRISE BAKERY"
"4524" "6208 ROOSEVELT AVENUE 11377" "LA FINA BAKERY & RESTAURANT"
"4525" "621 9 AVENUE 10036" "MAMA MIA 44 SW"
"4526" "621 BRIGHTON BEACH AVE 11235" "WENDY'S"
"4527" "621 CRESCENT AVE 10458" "VALENTINA'S CAFE"
"4528" "621 EAST  187 STREET 10458" "RANCHO ESTRELLA RESTAURANT"
"4529" "621 FLATBUSH AVENUE 11225" "BLUE NILE RESTAURANT"
"4530" "621 HUDSON STREET 10014" "PICCOLO ANGOLO"
"4531" "621 WASHINGTON AVENUE 11238" "WASHINGTON BAGEL CAFE"
"4532" "621 WEST 46 STREET 10036" "HUDSON TERRACE"
"4533" "6210 39 AVENUE 11377" "NATALIA BAR"
"4534" "6210 WOODHAVEN BOULEVARD 11374" "NICOLE KELLY PUB"
"4535" "6212 WOODHAVEN BLVD 11374" "MACA RESTAURANT"
"4536" "6213 FORT HAMILTON PKWY 11219" "UNIQUE BAKERY"
"4537" "6216 WOODHAVEN BLVD 11374" "TASTE OF SAMARKAND"
"4538" "6217 NORTHERN BOULEVARD 11377" "PAL KARAJO"
"4539" "6218 11TH AVE 11219" "NEW CHINA RESTAURANT"
"4540" "6218 18TH AVE 11204" "CHUNGKING RESTAURANT"
"4541" "622 10 AVENUE 10036" "44 & X HELL'S KITCHEN"
"4542" "622 3 AVENUE 10017" "CAFE O'"
"4543" "622 CASTLE HILL AVE 10473" "SHORE HAVEN DINER"
"4544" "622 CATON AVE 11218" "PARADE CAFE"
"4545" "622 CHESTER ST 11212" "PAPA'S FRIED CHICKEN & PIZZA"
"4546" "622 DEGRAW STREET 11217" "LITTLEFIELD"
"4547" "622 E 187TH ST 10458" "TRA DI NOI"
"4548" "622 EAST  187 STREET 10458" "CAFFE EGIDIO"
"4549" "622 GRAND STREET 11211" "RED HOUSE"
"4550" "622 MANHATTAN AVENUE 11222" "SAPPORO ICHIBAN"
"4551" "622 METROPOLITAN AVE 11211" "KOHARU JAPANESE RESTAURANT"
"4552" "622 THIRD AVENUE 10017" "MCCANN CAFETERIA"
"4553" "622 WASHINGTON AVE 11238" "LOOK BY PLANT LOVE HOUSE"
"4554" "6220 AVENUE U 11234" "GOURMET BAGEL SHOPPE"
"4555" "6220 FOREST AVE 11385" "BUFFALO JO'S WINGS"
"4556" "6221 18 AVENUE 11204" "SILVER STAR CHINESE RESTAURANT"
"4557" "6221 FORT HAMILTON PKWY 11219" "SHANFA BAKERY"
"4558" "6223 8 AVENUE 11220" "JADE FOOD"
"4559" "6224 18 AVENUE 11204" "JIN JIN HONG KONG CAFE"
"4560" "6224 WOODHAVEN BLVD 11374" "KING GARDEN"
"4561" "6227 FRESH POND ROAD 11379" "TROPICAL RESTAURANT"
"4562" "6229 ROOSEVELT AVENUE 11377" "JOLLIBEE"
"4563" "6229 WOODHAVEN BOULEVARD 11374" "BAROSA BRICK OVEN"
"4564" "623 11 AVENUE 10036" "DAISY MAY'S BBQ"
"4565" "623 CHURCH AVE 11218" "PRIMAVERA RESTAURANT"
"4566" "623 EAST TREMONT AVENUE 10457" "LITTLE CAESARS"
"4567" "623 GRAND STREET 11211" "WILLBURG CAFE"
"4568" "623 LIVONIA AVENUE 11207" "SUN HING RESTAURANT"
"4569" "623 MANHATTAN AVENUE 11222" "IRENE'S PLACE"
"4570" "623 VANDERBILT AVENUE 11238" "AMPLE HILLS CREAMERY"
"4571" "6230 WOODHAVEN BOULEVARD 11374" "PIO PIO"
"4572" "6236 FOREST AVENUE 11385" "PIEKIELKO GRILL BAR"
"4573" "624 CATON AVE 11218" "624 KAM HAI CHINESE FOOD"
"4574" "624 FLATBUSH AVENUE 11225" "SCOOPS"
"4575" "624 MELROSE AVE 10455" "HERBALIFE"
"4576" "624 MORRIS AVE 10451" "SOUL IN THE HOLE RESTAURANT"
"4577" "624 SOUTH CONDUIT AVENUE 11208" "BURGER KING"
"4578" "624 SOUTH CONDUIT BOULEVARD 11208" "POPEYES LOUISIANA KITCHEN"
"4579" "624 VANDERBILT AVENUE 11238" "AMORINA"
"4580" "624660 WEST   42 STREET 10036" "LUCKY STRIKE"
"4581" "625 2ND AVE 10016" "MAISON THAI"
"4582" "625 8 AVE PORT AUTHORITY 10018" "DELI PLUS ( INSIDE PORT AUTHORITY STATION)"
"4583" "625 8 AVENUE 10018" "MC ANN'S"
"4584" "625 8TH AVE 10018" "STARBUCKS"
"4585" "625 9 AVENUE 10036" "TWO BOOTS"
"4586" "625 ATLANTIC AVENUE 11217" "AUNTIE ANNE'S PRETZELS"
"4587" "625 BROADWAY 10012" "CHIPOTLE MEXICAN GRILL"
"4588" "625 COLUMBUS AVENUE 10024" "TRATTORIA PESCE PASTA"
"4589" "625 E 189TH ST 10458" "NIKE'S PIZZERIA"
"4590" "625 FATHER CAPODANNO BLVD 10305" "TRACKSIDE CAFE"
"4591" "625 UNION ST 11215" "HOLIDAY INN EXPRESS"
"4592" "625 W 59TH ST 10019" "LKE CATERING INC"
"4593" "6254 FOREST AVENUE 11385" "L'AROMA DELI CAFE"
"4594" "626 10 AVENUE 10036" "HALLO BERLIN"
"4595" "626 11 AVENUE 10036" "LANDMARK TAVERN"
"4596" "626 E 187TH ST 10458" "LEE'S RESTAURANT"
"4597" "626 HUDSON STREET 10014" "PIZZETTERIA BRUNETTI"
"4598" "626 MELROSE AVENUE 10455" "GAR PIZZERIA"
"4599" "626 NOSTRAND AVENUE 11216" "NEW JOHN GARDEN"
"4600" "626 VANDERBILT AVENUE 11238" "PLAN B"
"4601" "6265 FRESH POND ROAD 11385" "ROSA'S PIZZA"
"4602" "6269 DRY HARBOR RD 11379" "GINO'S PIZZA EXPRESS"
"4603" "6269 FRESH POND ROAD 11385" "KID'S FUNHOUSE"
"4604" "627 2 AVENUE 10016" "BABY BO'S BURRITOS"
"4605" "627 5 AVENUE 11215" "FREDDY'S BAR"
"4606" "627 9 AVENUE 10036" "RUDY'S BAR & Grill"
"4607" "627 MANHATTAN AVE 11222" ""
"4608" "627 SUTTER AVENUE 11207" "CHINA TASTES"
"4609" "627 THROOP AVE 11216" "SWEETS & TREATS"
"4610" "627-629 KINGS HIGHWAY 11223" "SUSHI TOKYO"
"4611" "6272 AMBOY ROAD 10309" "RALPH'S FAMOUS ITALIAN ICES"
"4612" "628 10TH AVE 10036" "THE MARSHAL"
"4613" "628 9 AVENUE 10036" "NIZZA"
"4614" "628 COURTLANDT AVENUE 10451" "KIM HUA"
"4615" "628 HUDSON ST 10014" "HUDSON CAFE"
"4616" "628 MIDLAND AVENUE 10306" "Verrazano Grill"
"4617" "629 2ND AVE 10016" "GARLIC PIZZA BAR"
"4618" "629 5 AVENUE 11215" "SOUTH"
"4619" "629 CRESCENT AVE 10458" "SHILA BAR & WINE"
"4620" "629 E 161ST ST 10456" "MARGHERITA'S MEXICAN CUISINE"
"4621" "629 VANDERBILT AVENUE 11238" "SODA BAR"
"4622" "629 W 57TH ST 10019" "OUSIA"
"4623" "6297 FOREST AVE 11385" "HONG KONG"
"4624" "6298 FOREST AVENUE 11385" "IL GUSTO"
"4625" "63 5 AVENUE 11217" "SKY ICE"
"4626" "63 AVENUE D 10009" "CHINA WOK KITCHEN"
"4627" "63 BAYARD STREET 10013" "MANGO MANGO"
"4628" "63 BEDFORD STREET 10014" "SNACK TAVERNA"
"4629" "63 CARMINE STREET 10014" "MR. DENNEHY'S"
"4630" "63 CLINTON ST 10002" "SPEEDY ROMEO"
"4631" "63 COOPER SQUARE 10003" "MENKUI TEI"
"4632" "63 E 7TH ST 10003" ""
"4633" "63 EAST    4 STREET 10003" "BOND STREET CHOCOLATE"
"4634" "63 EAST KINGSBRIDGE ROAD 10468" "KING WOK CHINESE RESTAURANT"
"4635" "63 FLUSHING AVE 11205" "CHEF'S CLUB X"
"4636" "63 GANSEVOORT STREET 10014" "BAR NANA"
"4637" "63 GRAND ST 11249" "CROXLEYS THE ABBEY"
"4638" "63 GUERNSEY STREET 11222" "SPRITZENHAUS"
"4639" "63 LAFAYETTE AVENUE 10301" "ADOBE BLUES"
"4640" "63 LAFAYETTE AVENUE 11217" "SCOPELLO"
"4641" "63 MONTROSE AVE 11206" "THE ROSEMONT"
"4642" "63 PILOT STREET 10464" "CITY ISLAND YACHT CLUB"
"4643" "63 READE STREET 10007" "NEW FRESCO TORTILLAS"
"4644" "63 W 125TH ST 10027" "WINGSTOP"
"4645" "63 W 14 STREET 10011" "NANKING"
"4646" "63 W 37TH ST 10018" "POKEWORKS"
"4647" "63 W 8TH ST 10011" "LIQUITERIA"
"4648" "63 WEST   35 STREET 10001" "THE GARDEN GRILL"
"4649" "63 WEST 38TH STREET 10018" "REFINERY ROOFTOP"
"4650" "63 WHIPPLE ST 11206" "BUSHWICK GRIND COFFEE HOUSE"
"4651" "630 10 AVENUE 10036" "LALI'S RESTAURANT"
"4652" "630 1ST AVE 10016" "MARCHE MADISON"
"4653" "630 5 AVENUE 10111" "BESSEMER TRUST CO"
"4654" "630 5TH AVE 10111" "LIMANI"
"4655" "630 9 AVENUE 10036" "MARSEILLE"
"4656" "630 Flushing Ave 11206" "LITTLE PHEASANT CATERING"
"4657" "630 FLUSHING AVE 11206" "MORSEL"
"4658" "630 LEXINGTON AVENUE 10022" "STARBUCKS"
